ID,areaPath,severity,createdDate,environment,resolvedReason,resolvedDate,daysToFix
46123,Superdigital\Interop\Interop - Blinders,3 - Medium,2020-11-26T18:48:49.517Z,staging,Fixed,2021-03-30T22:29:51.343Z,88
5462,Clients Channel\Onboarding (OB),3 - Medium,2020-01-30T18:26:43.123Z,NA,Fixed,2020-03-13T15:25:42.767Z,31
17633,Clients Channel\Onboarding (OB),2 - High,2020-05-27T19:12:51.837Z,NA,Fixed,2020-06-01T14:15:57.063Z,3
13525,Superdigital\Cards,3 - Medium,2020-04-27T17:46:56.83Z,NA,Fixed,2020-04-28T14:33:09.86Z,1
40760,Clients Channel,3 - Medium,2020-10-30T17:17:01.537Z,staging,Fixed and verified,2020-11-12T13:27:09.423Z,9
26569,Clients Channel,3 - Medium,2020-07-23T21:49:10.857Z,NA,Fixed and verified,2020-07-27T13:58:44.13Z,2
63917,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-03-12T18:58:25.987Z,staging,Fixed,2021-03-21T20:51:42.89Z,6
46156,Superdigital\PJ\Payroll,3 - Medium,2020-11-26T20:24:32.733Z,qa,Fixed,2020-12-04T11:46:04.733Z,6
39932,Superdigital\PJ\Payroll,3 - Medium,2020-10-26T15:49:30.547Z,qa,Fixed and verified,2020-11-06T12:40:44.163Z,9
1745,Clients Channel\Onboarding (OB),3 - Medium,2019-11-08T20:58:23.983Z,NA,Fixed,2019-11-13T17:31:42.65Z,3
50999,Transaction Broker\Valhalla,1 - Critical,2020-12-28T17:14:56.19Z,staging,Fixed,2020-12-28T18:48:27.07Z,0
28831,Superdigital\Payment Account,3 - Medium,2020-08-07T18:28:57.02Z,NA,Fixed,2020-08-08T00:28:43.687Z,1
54784,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-01-24T14:57:06.58Z,staging,Fixed,2021-01-25T12:08:46.017Z,0
7830,Superdigital\Payment Account,3 - Medium,2020-02-19T20:07:03.843Z,NA,Fixed,2020-05-08T20:16:31.86Z,57
66768,Superdigital\Cross Development,3 - Medium,2021-03-25T17:53:43.87Z,qa,Fixed,2021-03-25T21:29:08.823Z,0
35790,Superdigital\Payment Account,3 - Medium,2020-09-25T18:39:39.147Z,qa,Fixed,2020-09-30T12:10:33.727Z,3
18451,Superdigital\Cards,3 - Medium,2020-06-03T03:40:28.64Z,NA,Fixed,2020-06-17T23:28:55.79Z,10
63312,Superdigital\PJ\Payroll,3 - Medium,2021-03-10T12:28:28.86Z,qa,Fixed and verified,2021-03-10T17:13:27.607Z,0
15875,Superdigital\Cards,3 - Medium,2020-05-15T14:46:16.71Z,NA,Fixed,2020-05-15T14:47:01.1Z,0
33790,Superdigital\Payment Account,3 - Medium,2020-09-11T20:32:41.373Z,qa,Fixed and verified,2020-09-11T20:33:05.16Z,0
50864,Transaction Broker\Charruas,3 - Medium,2020-12-23T18:57:28.3Z,qa,NA,NA,-1
43360,Client Support,2 - High,2020-11-11T19:16:35.893Z,production,Fixed and verified,2020-12-10T21:09:37.807Z,21
65162,Superdigital\Payment Account\Ninjas,3 - Medium,2021-03-18T23:15:01.943Z,development,Fixed and verified,2021-03-19T02:23:37.67Z,1
18440,Superdigital\Payment Account,3 - Medium,2020-06-02T22:23:39.537Z,qa,Fixed,2020-06-16T13:29:22.633Z,10
19740,Superdigital\Payment Account,3 - Medium,2020-06-10T11:22:10.417Z,NA,Fixed and verified,2020-06-10T19:26:53.15Z,0
16942,Clients Channel,3 - Medium,2020-05-22T13:17:33.887Z,NA,Fixed,2020-05-22T15:20:14.15Z,0
4034,Superdigital\Payment Account,2 - High,2020-01-16T19:28:30.513Z,NA,Fixed,2020-01-16T19:31:11.64Z,0
44413,Superdigital\Payment Account,3 - Medium,2020-11-19T13:13:30.497Z,qa,Fixed,2020-11-19T17:08:43.42Z,0
44247,Superdigital\Payment Account,3 - Medium,2020-11-18T16:18:28.62Z,qa,Fixed,2020-11-19T21:57:09.183Z,1
54347,Superdigital\Interop\Interop - Blinders,1 - Critical,2021-01-21T12:57:01.99Z,production,Fixed,2021-01-21T17:14:30.413Z,0
17641,Clients Channel\Onboarding (OB),4 - Low,2020-05-27T19:53:02.34Z,NA,Fixed,2020-06-24T21:00:38.41Z,20
64110,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-15T13:07:43.74Z,staging,Fixed,2021-03-16T13:07:30.52Z,1
24900,Superdigital\Payment Account,3 - Medium,2020-07-13T15:10:12.05Z,NA,Fixed,2020-07-14T14:18:15.95Z,1
28812,Clients Channel,3 - Medium,2020-08-07T16:32:02.707Z,NA,Fixed,2020-08-19T15:11:31.3Z,8
61454,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-02-27T18:10:11.44Z,staging,Fixed,2021-03-01T19:29:26.027Z,0
34970,Transaction Broker\Valhalla,3 - Medium,2020-09-18T15:11:14.287Z,qa,Fixed,2020-09-23T17:43:42.52Z,3
58892,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-12T04:24:32.98Z,qa,Fixed,2021-02-22T18:37:14.04Z,6
52770,Superdigital\Services\Services - La Minuta,4 - Low,2021-01-12T01:53:05.823Z,staging,Fixed,2021-02-01T15:25:57.03Z,14
21277,Superdigital\Payment Account,3 - Medium,2020-06-19T18:05:58.603Z,NA,Fixed,2020-07-01T12:58:17.603Z,8
64034,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-13T16:35:33.743Z,staging,NA,NA,-1
67247,Transaction Broker\Valhalla,3 - Medium,2021-03-29T02:39:09.193Z,staging,NA,NA,-1
4569,Clients Channel\Onboarding (OB),2 - High,2020-01-22T19:00:58.347Z,NA,Fixed,2020-02-18T19:26:55.01Z,19
37743,Superdigital\Payment Account,3 - Medium,2020-10-09T16:17:05.387Z,qa,Fixed,2020-10-09T20:48:04.923Z,0
53886,Brazil Migration\Core_Migration,3 - Medium,2021-01-19T19:59:38.15Z,development,Fixed,2021-01-20T13:22:28.987Z,1
11733,Clients Channel\Onboarding (OB),3 - Medium,2020-04-08T02:03:34.443Z,NA,Fixed and verified,2020-04-14T00:42:19.297Z,4
26149,Clients Channel,3 - Medium,2020-07-21T17:08:22.127Z,NA,Fixed and verified,2020-07-21T19:17:37.16Z,0
54821,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-01-25T13:28:33.17Z,staging,Fixed,2021-01-25T13:49:23.11Z,0
2691,Superdigital\Payment Account,3 - Medium,2019-12-09T18:09:26.983Z,NA,Fixed and verified,2020-02-12T13:36:32.13Z,47
17983,Clients Channel\Onboarding (OB),3 - Medium,2020-05-29T15:45:25.323Z,NA,Fixed,2020-06-02T19:08:25.987Z,2
13081,Clients Channel\Onboarding (OB),3 - Medium,2020-04-22T17:13:38.937Z,NA,Fixed and verified,2020-06-05T19:49:31.47Z,32
18762,Superdigital\Payment Account,3 - Medium,2020-06-04T22:25:21.83Z,NA,Fixed and verified,2020-06-22T17:45:14.547Z,12
52834,Superdigital\Payment Account\Pampas,3 - Medium,2021-01-12T13:33:47.497Z,qa,Fixed,2021-01-15T21:46:36.473Z,3
64009,Transaction Broker - PIX Brasil,3 - Medium,2021-03-12T20:34:57.13Z,development,NA,NA,-1
58571,Superdigital\Interop\Interop - Blinders,2 - High,2021-02-11T14:01:49.977Z,production,NA,NA,-1
53603,Superdigital\Cards,3 - Medium,2021-01-18T13:22:21.053Z,staging,Fixed and verified,2021-01-21T13:05:12.027Z,3
48825,Transaction Broker - PIX Brasil,3 - Medium,2020-12-12T02:32:36.62Z,production,NA,NA,-1
59957,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-19T16:15:39.487Z,qa,Fixed,2021-02-19T16:35:00.113Z,0
15068,Clients Channel\Onboarding (OB),2 - High,2020-05-11T17:50:15.59Z,NA,Fixed,2020-05-13T20:47:38.207Z,2
40399,Superdigital\Payment Account,3 - Medium,2020-10-28T19:08:03.187Z,development,Fixed,2020-11-05T19:14:21.01Z,6
58514,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-02-10T23:25:51.253Z,staging,Fixed and verified,2021-03-22T20:10:23.403Z,28
5008,Clients Channel\Onboarding (OB),4 - Low,2020-01-28T17:32:11.993Z,NA,NA,NA,-1
55704,Superdigital\PJ\Payroll,3 - Medium,2021-01-29T14:14:02.89Z,development,Fixed,2021-01-29T19:01:52.833Z,0
20220,Superdigital\Cross Development,3 - Medium,2020-06-12T15:09:03.037Z,NA,Fixed and verified,2020-06-24T12:49:37.37Z,8
26782,Clients Channel\Onboarding (OB),3 - Medium,2020-07-27T13:05:09.33Z,NA,Fixed and verified,2020-07-27T19:02:09.807Z,0
27361,Superdigital\Cards,3 - Medium,2020-07-30T07:21:31.257Z,NA,Fixed,2020-07-30T14:34:19.147Z,0
16979,Superdigital\Payment Account,3 - Medium,2020-05-22T17:12:08.267Z,NA,Fixed,2020-05-26T18:05:23.607Z,2
8252,Clients Channel\Onboarding (OB),3 - Medium,2020-02-26T16:11:32.687Z,NA,Fixed,2020-05-29T13:41:33.583Z,67
20007,Superdigital\Payment Account,3 - Medium,2020-06-11T17:25:01.403Z,NA,Fixed,2020-06-12T18:32:46.893Z,1
58709,Superdigital\Payment Account,3 - Medium,2021-02-11T19:11:38.723Z,qa,NA,NA,-1
28917,Clients Channel,1 - Critical,2020-08-10T14:54:57.19Z,NA,Fixed,2020-08-11T15:08:26.21Z,1
53496,Superdigital\PJ\Payroll,3 - Medium,2021-01-15T18:34:18.283Z,qa,Fixed,2021-01-19T13:40:28.497Z,2
25915,Clients Channel\Onboarding (OB),3 - Medium,2020-07-20T20:15:09.037Z,NA,Fixed and verified,2020-08-07T14:30:21.367Z,14
27892,Superdigital\Payment Account,3 - Medium,2020-08-03T19:30:23.78Z,NA,Fixed and verified,2020-08-04T16:41:16.42Z,1
24631,Transaction Broker,3 - Medium,2020-07-09T14:46:34.043Z,NA,Fixed and verified,2020-07-10T12:05:17.523Z,1
4588,Clients Channel\Onboarding (OB),3 - Medium,2020-01-22T21:38:23.657Z,NA,Fixed,2020-02-20T17:25:16.94Z,21
61880,Superdigital\Interop\Interop - PIX Brasil,3 - Medium,2021-03-03T02:26:13.933Z,qa,Fixed,2021-03-03T20:41:09.67Z,0
40417,Clients Channel,1 - Critical,2020-10-28T22:19:09.53Z,staging,Fixed and verified,2020-11-06T15:07:40.123Z,7
16888,Clients Channel\Onboarding (OB),3 - Medium,2020-05-21T22:51:50.703Z,NA,Fixed,2020-05-22T15:41:57.75Z,1
61886,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-03-03T11:47:49.75Z,staging,Fixed and verified,2021-03-22T20:10:26.753Z,13
16249,Clients Channel\Onboarding (OB),3 - Medium,2020-05-19T13:31:04.303Z,NA,Fixed and verified,2020-06-05T18:39:41.737Z,13
20778,Superdigital\Payment Account,3 - Medium,2020-06-17T17:12:57Z,qa,Fixed,2020-06-19T14:39:09.13Z,2
41359,Superdigital\Payment Account,3 - Medium,2020-11-03T16:43:41.68Z,qa,Fixed,2020-11-03T18:29:33.557Z,0
18763,Superdigital\Payment Account,3 - Medium,2020-06-04T22:27:22.22Z,NA,Fixed and verified,2020-06-22T17:45:21.067Z,12
44253,Clients Channel\Onboarding (OB),3 - Medium,2020-11-18T17:01:35.673Z,qa,Fixed,2020-11-18T18:16:35.093Z,0
24984,Superdigital\Payment Account,3 - Medium,2020-07-13T20:17:55.82Z,NA,Fixed,2020-07-14T16:39:06.68Z,1
24630,Transaction Broker,3 - Medium,2020-07-09T14:45:03.16Z,NA,Fixed and verified,2020-07-10T12:04:33.31Z,1
28904,Clients Channel,1 - Critical,2020-08-10T13:50:24.797Z,NA,Fixed,2020-08-10T19:01:39.103Z,0
47136,Superdigital\Payment Account,3 - Medium,2020-12-03T18:05:02.277Z,qa,Fixed and verified,2020-12-04T18:45:41.567Z,1
4637,Clients Channel\Onboarding (OB),1 - Critical,2020-01-23T20:19:53.503Z,NA,Fixed and verified,2020-04-16T13:27:15.277Z,60
3324,Clients Channel\Onboarding (OB),3 - Medium,2020-01-03T16:09:05.813Z,NA,Fixed,2020-01-07T18:53:18.25Z,2
61086,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-02-25T00:05:40.173Z,development,Fixed,2021-02-25T00:10:07.753Z,0
37041,Superdigital\PJ\Payroll,3 - Medium,2020-10-05T18:35:46.837Z,qa,Fixed and verified,2020-10-06T18:58:33.943Z,1
57294,Superdigital\Payment Account\Pampas,3 - Medium,2021-02-05T13:44:22.78Z,development,Fixed,2021-02-05T20:36:52.323Z,0
29138,Clients Channel,3 - Medium,2020-08-12T14:57:43.597Z,NA,Fixed,2020-08-14T14:46:29.72Z,2
61457,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-02-27T19:39:04.577Z,staging,Fixed,2021-03-22T17:22:00.32Z,15
29189,Superdigital\Payment Account,3 - Medium,2020-08-12T21:24:46.947Z,NA,Fixed,2020-08-13T13:44:38.75Z,1
43342,Transaction Broker - PIX Brasil,3 - Medium,2020-11-11T18:47:52.857Z,development,Fixed,2020-11-12T20:09:29.623Z,1
29352,Clients Channel,3 - Medium,2020-08-14T14:28:12.537Z,qa,Fixed,2020-08-14T14:28:27.99Z,0
40213,Clients Channel,3 - Medium,2020-10-27T14:30:48.323Z,development,Fixed,2020-10-27T14:30:51.817Z,0
61452,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-02-27T14:21:31.9Z,staging,Fixed,2021-03-04T13:16:04.153Z,3
5046,Clients Channel\Onboarding (OB),4 - Low,2020-01-28T19:14:53.567Z,NA,Fixed and verified,2020-05-27T19:55:15.9Z,86
17661,Clients Channel\Onboarding (OB),4 - Low,2020-05-27T20:55:48.28Z,NA,As Designed,2020-06-23T16:36:06.207Z,19
17725,Superdigital\Payment Account,3 - Medium,2020-05-28T13:50:56.057Z,NA,Fixed,2020-06-03T16:48:47.893Z,4
14503,Superdigital\Cards,3 - Medium,2020-05-04T22:07:00.357Z,NA,Fixed,2020-05-21T17:27:38.897Z,13
5014,Clients Channel\Onboarding (OB),4 - Low,2020-01-28T18:03:07.61Z,NA,Fixed,2020-05-08T21:01:56.9Z,73
55663,Superdigital\Payment Account\Quantum,3 - Medium,2021-01-28T23:16:56.757Z,development,Fixed,2021-01-29T12:08:02.38Z,1
1010,Business Customer Channels,2 - High,2019-10-17T17:05:02.543Z,NA,Fixed and verified,2019-10-24T18:30:41.887Z,5
22291,Superdigital\Payment Account,3 - Medium,2020-06-25T15:20:57.467Z,qa,Fixed,2020-06-29T14:46:16.463Z,2
17808,Clients Channel\Onboarding (OB),4 - Low,2020-05-28T17:08:15.477Z,NA,Fixed,2020-07-17T20:28:16.923Z,36
40715,Superdigital\Payment Account,3 - Medium,2020-10-30T15:02:45.287Z,qa,Fixed,2020-11-09T21:57:29.7Z,6
52974,Transaction Broker - Cross,3 - Medium,2021-01-12T21:08:30.317Z,development,Fixed,2021-01-13T20:12:41.197Z,1
18548,Superdigital\Payment Account,1 - Critical,2020-06-03T18:14:57.223Z,NA,Fixed,2020-06-03T21:30:06.477Z,0
67069,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-26T16:57:19.283Z,staging,NA,NA,-1
5025,Clients Channel\Onboarding (OB),3 - Medium,2020-01-28T18:29:51.363Z,NA,Fixed,2020-03-16T20:10:37.84Z,34
62440,Transaction Broker\Valhalla,2 - High,2021-03-06T00:25:25.977Z,production,Fixed,2021-03-11T19:09:53.6Z,3
23326,Superdigital\Payment Account,3 - Medium,2020-07-02T17:41:11.48Z,NA,Fixed,2020-07-15T21:10:59.17Z,9
25185,Superdigital\Payment Account,3 - Medium,2020-07-15T14:19:35.297Z,NA,Fixed,2020-07-15T21:12:31.42Z,0
18938,Clients Channel\Onboarding (OB),2 - High,2020-06-08T15:43:59.17Z,NA,Fixed,2020-06-19T19:19:14.053Z,9
49272,Superdigital\PJ\Payroll,3 - Medium,2020-12-16T13:48:52.257Z,development,Fixed,2020-12-18T19:37:12.64Z,2
5825,Superdigital\Payment Account,3 - Medium,2020-02-04T13:02:33.847Z,NA,Fixed,2020-02-04T17:59:09.147Z,0
60521,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-22T20:19:53.12Z,qa,Fixed,2021-02-26T13:34:42.24Z,4
6766,Clients Channel\Home (HO),3 - Medium,2020-02-14T21:14:33.777Z,NA,Fixed,2020-02-19T14:07:13.99Z,3
10347,Superdigital\Cards,3 - Medium,2020-03-19T14:53:23.027Z,NA,Fixed and verified,2020-03-20T18:48:43.707Z,1
61986,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-03T20:11:24.383Z,staging,Fixed,2021-04-07T16:07:48.217Z,25
52207,Transaction Broker - PIX Brasil,3 - Medium,2021-01-08T15:51:45.03Z,production,Fixed and verified,2021-01-13T19:21:30.233Z,3
62039,Superdigital\Payment Account\Ninjas,3 - Medium,2021-03-04T13:11:42.667Z,development,Fixed,2021-03-04T18:01:22.543Z,0
14482,Superdigital\Cards,3 - Medium,2020-05-04T21:37:59.277Z,NA,Fixed,2020-05-21T16:51:59.983Z,13
51492,Superdigital\Payment Account\Pampas,3 - Medium,2021-01-04T20:04:53.197Z,development,Fixed,2021-01-04T20:08:40.057Z,0
16473,Superdigital\Payment Account,3 - Medium,2020-05-20T14:55:02.937Z,NA,Fixed,2020-05-21T15:04:00.71Z,1
45332,Transaction Broker - PIX Brasil,3 - Medium,2020-11-24T16:58:49.99Z,development,Fixed,2020-11-24T20:44:52.97Z,0
19739,Superdigital\Payment Account,3 - Medium,2020-06-10T11:20:21.733Z,NA,Fixed and verified,2020-06-10T19:29:05.27Z,0
41986,Clients Channel,3 - Medium,2020-11-06T12:36:26.18Z,staging,Fixed and verified,2020-11-06T13:17:35.703Z,0
20745,Superdigital\Payment Account,3 - Medium,2020-06-17T14:40:57.653Z,NA,Fixed,2020-06-19T14:30:39.35Z,2
39301,Clients Channel\Onboarding (OB),3 - Medium,2020-10-20T13:09:33.503Z,production,Fixed,2021-01-04T17:38:49.083Z,54
28619,Superdigital\Cards,3 - Medium,2020-08-06T19:39:33.73Z,NA,Fixed,2020-08-12T15:01:39.117Z,4
20892,Superdigital\Payment Account,3 - Medium,2020-06-17T21:06:52.077Z,qa,Fixed,2020-06-19T14:41:02.57Z,2
13821,Superdigital\Cards,3 - Medium,2020-04-28T15:14:47.87Z,NA,Fixed,2020-04-28T21:58:23.39Z,0
13958,Superdigital\Payment Account,3 - Medium,2020-04-28T22:27:05.553Z,NA,Fixed and verified,2020-05-12T19:41:03.75Z,10
36818,Clients Channel,3 - Medium,2020-10-02T14:47:20.867Z,development,Fixed,2020-10-05T22:43:27.757Z,1
5470,Business Customer Channels,3 - Medium,2020-01-30T18:37:13.867Z,NA,Fixed and verified,2020-02-14T19:30:09.99Z,11
44103,Transaction Broker - PIX Brasil,3 - Medium,2020-11-17T19:57:07.207Z,production,NA,NA,-1
21091,Superdigital\Cards,3 - Medium,2020-06-18T18:57:32.373Z,NA,Fixed,2020-06-18T19:52:01.697Z,0
58691,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-11T18:57:27.947Z,qa,Fixed,2021-02-17T15:34:38.903Z,4
21602,Clients Channel\Onboarding (OB),3 - Medium,2020-06-22T20:27:49.697Z,NA,Fixed,2020-06-23T19:23:49.827Z,1
14292,Superdigital\Payment Account,3 - Medium,2020-05-04T12:29:23.773Z,qa,Fixed,2020-05-12T15:58:45.753Z,6
11181,Superdigital\Payment Account,2 - High,2020-04-01T19:40:35.647Z,NA,Obsolete,2020-07-24T17:56:04.76Z,82
21392,Superdigital\Payment Account,3 - Medium,2020-06-22T13:59:24.337Z,NA,Fixed,2020-06-24T16:08:42.57Z,2
5566,Business Customer Channels,3 - Medium,2020-01-31T15:24:37.923Z,NA,Fixed and verified,2020-02-05T13:22:57.543Z,3
15994,Clients Channel\Onboarding (OB),4 - Low,2020-05-15T18:33:05.297Z,NA,Fixed and verified,2020-06-04T13:42:56.25Z,14
17607,Clients Channel\Onboarding (OB),2 - High,2020-05-27T17:49:32.01Z,NA,Fixed,2020-06-01T14:16:13.153Z,3
66317,Superdigital\PJ\Payroll,2 - High,2021-03-23T17:46:26.6Z,qa,Fixed,2021-04-15T10:45:19.85Z,17
14452,Superdigital\Cards,3 - Medium,2020-05-04T21:21:59.78Z,NA,Fixed,2020-05-14T14:20:49.02Z,8
6717,Clients Channel\Onboarding (OB),4 - Low,2020-02-13T22:29:28.273Z,NA,Fixed,2020-05-07T13:01:31.917Z,60
18177,Superdigital\Payment Account,3 - Medium,2020-06-01T19:10:12.893Z,NA,Fixed,2020-06-02T21:29:12.467Z,1
12750,Superdigital\Cross Development,4 - Low,2020-04-16T21:17:25.667Z,NA,Fixed,2020-04-20T13:57:42.513Z,2
5270,Clients Channel\Onboarding (OB),4 - Low,2020-01-29T01:00:21.273Z,NA,Fixed and verified,2020-05-27T19:59:22.297Z,85
8433,Clients Channel\Onboarding (OB),3 - Medium,2020-02-28T20:48:00.55Z,NA,Fixed,2020-06-12T19:16:28.333Z,75
44527,Superdigital\Payment Account,3 - Medium,2020-11-19T16:15:24.96Z,qa,Fixed,2020-11-20T21:02:26.477Z,1
7920,Superdigital\Payment Account,2 - High,2020-02-20T14:05:13.09Z,NA,Deferred,2020-03-04T20:54:23.97Z,9
20768,Superdigital\Payment Account,3 - Medium,2020-06-17T15:54:53.953Z,qa,Fixed,2020-06-19T14:31:14.123Z,2
24155,Superdigital\Payment Account,3 - Medium,2020-07-07T14:45:55.73Z,NA,Fixed and verified,2020-07-07T14:52:50.81Z,0
64036,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-13T16:58:23.227Z,staging,Fixed,2021-03-17T19:26:57.033Z,2
64208,Superdigital\Payment Account\Pampas,3 - Medium,2021-03-15T19:37:11.353Z,staging,Fixed,2021-03-29T13:16:47.333Z,10
17594,Superdigital\Cards,3 - Medium,2020-05-27T17:24:43.85Z,NA,Fixed and verified,2020-05-27T18:14:40.46Z,0
11779,Superdigital\Cards,3 - Medium,2020-04-08T20:00:14.863Z,NA,Fixed,2020-04-09T19:05:33.72Z,1
3486,Clients Channel\Onboarding (OB),3 - Medium,2020-01-07T17:54:32.943Z,NA,Fixed,2020-01-17T16:52:55.557Z,8
55884,Superdigital\PJ\Payroll,3 - Medium,2021-02-01T14:04:57.113Z,qa,Fixed,2021-02-01T16:59:50.763Z,0
13528,Clients Channel\Onboarding (OB),3 - Medium,2020-04-27T17:57:35.937Z,NA,Fixed,2020-05-08T17:18:35.337Z,9
24698,Superdigital\Payment Account,3 - Medium,2020-07-09T21:09:22.82Z,NA,Fixed,2020-07-14T17:40:24.613Z,3
24696,Superdigital\Payment Account,3 - Medium,2020-07-09T21:06:41.47Z,NA,Fixed,2020-07-14T17:40:24.613Z,3
2780,Superdigital\Payment Account,3 - Medium,2019-12-10T14:52:56.45Z,NA,Fixed,2020-01-10T17:53:06.273Z,23
54573,Superdigital\Interop\Interop - Blinders,2 - High,2021-01-22T14:23:56.287Z,production,Fixed,2021-01-27T14:15:05.727Z,3
13230,Clients Channel\Onboarding (OB),3 - Medium,2020-04-23T18:43:31.437Z,NA,Fixed,2020-06-05T20:13:15.737Z,31
4532,Clients Channel\Onboarding (OB),4 - Low,2020-01-22T17:20:06.69Z,NA,Fixed,2020-06-23T16:38:40.473Z,109
29298,Superdigital\Payment Account,1 - Critical,2020-08-13T20:52:59.7Z,NA,Fixed and verified,2020-08-14T01:29:16.87Z,1
19723,Superdigital\Payment Account,3 - Medium,2020-06-10T03:21:21.67Z,NA,Fixed,2020-06-11T20:34:36.017Z,1
54768,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-01-23T13:05:12.82Z,qa,Fixed,2021-01-23T14:57:08.7Z,0
41820,Transaction Broker - PIX Brasil,3 - Medium,2020-11-05T19:27:48.94Z,development,Fixed,2020-11-25T13:16:59.337Z,14
24960,Clients Channel\Authentication (AU),3 - Medium,2020-07-13T18:43:11.083Z,NA,Fixed,2020-07-15T12:32:06.29Z,2
7533,Clients Channel\Onboarding (OB),2 - High,2020-02-18T17:52:08.947Z,NA,Fixed,2020-03-25T12:34:19.647Z,26
51019,Brazil Migration\Core_Migration,2 - High,2020-12-28T18:01:19.74Z,development,Fixed and verified,2021-01-21T13:17:42.873Z,18
36726,Superdigital\Payment Account,3 - Medium,2020-10-01T18:06:53.573Z,qa,Fixed and verified,2020-10-02T12:37:19.627Z,1
3137,Clients Channel\Onboarding (OB),3 - Medium,2019-12-23T18:13:01.823Z,NA,Fixed,2020-01-02T17:17:25.523Z,8
32659,Clients Channel,3 - Medium,2020-09-03T14:40:43.227Z,development,Fixed,2020-09-10T13:21:57.357Z,5
48788,Transaction Broker\Valhalla,3 - Medium,2020-12-11T20:11:00.953Z,qa,Fixed,2020-12-11T20:20:32.34Z,0
49803,Superdigital\Interop\Interop - Blinders,3 - Medium,2020-12-18T18:28:41.247Z,production,NA,NA,-1
3282,Clients Channel\Onboarding (OB),4 - Low,2019-12-30T19:06:14.973Z,NA,Fixed and verified,2020-01-08T15:13:34.387Z,7
11574,Superdigital\Payment Account,2 - High,2020-04-06T18:00:02.33Z,NA,Fixed,2020-04-06T20:30:09.963Z,0
21009,Superdigital\Payment Account,3 - Medium,2020-06-18T12:02:00.867Z,NA,Fixed,2020-06-23T01:10:11.733Z,3
18758,Superdigital\Payment Account,3 - Medium,2020-06-04T22:10:36.24Z,NA,Fixed and verified,2020-06-22T17:45:58.993Z,12
7586,Superdigital\Payment Account,3 - Medium,2020-02-18T21:29:37.187Z,NA,Obsolete,2020-04-29T20:59:04.78Z,51
16100,Clients Channel\Onboarding (OB),4 - Low,2020-05-18T13:20:55.523Z,NA,Fixed and verified,2020-06-30T14:59:47.64Z,31
6692,Superdigital\Payment Account,3 - Medium,2020-02-13T16:25:44.53Z,NA,Fixed,2020-02-21T15:56:24.753Z,6
52771,Superdigital\Services\Services - La Minuta,4 - Low,2021-01-12T01:55:26.49Z,staging,Fixed,2021-01-18T22:07:41.11Z,4
11225,Clients Channel\Onboarding (OB),3 - Medium,2020-04-01T21:02:07.15Z,NA,Obsolete,2020-05-05T13:29:29.58Z,24
14316,Superdigital\Payment Account,3 - Medium,2020-05-04T14:36:18.607Z,qa,Fixed,2020-05-12T17:07:50Z,6
60527,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-22T20:46:52.787Z,qa,Fixed,2021-02-26T19:30:47.883Z,4
14481,Superdigital\Cards,3 - Medium,2020-05-04T21:37:08.513Z,NA,Fixed,2020-05-21T16:51:06.317Z,13
4592,Clients Channel\Onboarding (OB),4 - Low,2020-01-22T21:48:53.84Z,NA,Obsolete,2020-05-08T21:05:01.727Z,77
46886,Superdigital\Payment Account,3 - Medium,2020-12-02T15:00:28.143Z,qa,Fixed,2020-12-02T16:20:10.703Z,0
11295,Clients Channel\Onboarding (OB),3 - Medium,2020-04-02T15:40:30.817Z,NA,Fixed and verified,2020-06-05T19:58:06.56Z,46
61266,Superdigital\Payment Account\Pampas,3 - Medium,2021-02-25T17:45:57.993Z,production,Fixed,2021-03-02T12:47:52.347Z,3
32440,Clients Channel,3 - Medium,2020-09-02T14:35:58.443Z,development,Fixed,2020-09-02T14:36:06.28Z,0
13090,Clients Channel\Onboarding (OB),4 - Low,2020-04-22T18:16:46.917Z,NA,Fixed and verified,2020-06-23T01:50:53.627Z,44
64485,Superdigital\Payment Account\Pampas,3 - Medium,2021-03-16T21:10:55.92Z,development,Fixed,2021-03-17T14:42:10.173Z,1
35063,Clients Channel\Cash Out (COUT),3 - Medium,2020-09-18T19:15:13.287Z,staging,Fixed and verified,2020-09-23T13:50:54.18Z,3
